已排时间地点,调课结果
1-16周 星期三 8-10节 文萃楼F302,"调课:5周 星期3 8-10节 申晓勇/6120103377 文萃楼F302 调至:5周 星期3 8-10节 申晓勇/6120103377 ,调课:8周,12周 星期3 8-10节 申晓勇/6120103377 文萃楼F302 调至:8周,12周 星期3 8-10节 申晓勇/6120103377"
1-16周 星期三 8-10节 文萃楼F102,"调课:8周,12周 星期3 8-10节 江大伟/6120120096 文萃楼F102 调至:8周,12周 星期3 8-10节 江大伟/6120120096"
1-16周 星期二 3-5节 文萃楼F304,"调课:8周 星期2 3-5节 冯昊/6120220201,吴倩/6120180127,季雷/6120220213,巩瑞贤/6120220209,王娟/6120104244,王慧敏/6120220206 文萃楼F304 调至:8周 星期2 3-5节 王娟/6120104244,季雷/6120220213,巩瑞贤/6120220209,王慧敏/6120220206,冯昊/6120220201,吴倩/6120180127 ,调课:15周 星期2 3-5节 冯昊/6120220201,吴倩/6120180127,季雷/6120220213,巩瑞贤/6120220209,王娟/6120104244,王慧敏/6120220206 文萃楼F304 调至:15周 星期2 3-5节 王娟/6120104244,季雷/6120220213,巩瑞贤/6120220209,王慧敏/6120220206,冯昊/6120220201,吴倩/6120180127"
1-16周 星期三 8-10节 文萃楼F502,"调课:15周 星期3 8-10节 张廷广/6120190086 文萃楼F502 调至:15周 星期3 8-10节 张廷广/6120190086 ,调课:8周 星期3 8-10节 张廷广/6120190086 文萃楼F502 调至:8周 星期3 8-10节 张廷广/6120190086"
1-16周 星期一 3-5节 文萃楼F504,"调课:8周,15周 星期1 3-5节 张雷/6120120085 文萃楼F504 调至:8周,15周 星期1 3-5节 张雷/6120120085 ,调课:10周 星期1 3-5节 张雷/6120120085 文萃楼F504 调至:10周 星期1 3-5节 张雷/6120120085"
1-16周 星期四 8-10节 文萃楼F504,"调课:8周,15周 星期4 8-10节 李洁/6120200086 文萃楼F504 调至:8周,15周 星期4 8-10节 李洁/6120200086"
1-16周 星期五 8-10节 文萃楼F202,"调课:8周,15周 星期5 8-10节 陈宗海/6120104386 文萃楼F202 调至:8周,15周 星期5 8-10节 陈宗海/6120104386 ,调课:4周 星期5 8-10节 陈宗海/6120104386 文萃楼F202 调至:4周 星期5 8-10节 陈宗海/6120104386 综教A401"
1-16周 星期四 3-5节 文萃楼F504,"调课:8周,15周 星期4 3-5节 李洁/6120200086 文萃楼F504 调至:8周,15周 星期4 3-5节 李洁/6120200086"
1-16周 星期二 8-10节 文萃楼F404,"调课:8周,15周 星期2 8-10节 江大伟/6120120096 文萃楼F404 调至:8周,15周 星期2 8-10节 江大伟/6120120096"
1-16周 星期五 3-5节 文萃楼F102,"调课:8周,15周 星期5 3-5节 刘婧/6120104087,张尔葭/6120180112,石谷岩/6120210263,莫小丽/6120180164,陈浩/6120150123 文萃楼F102 调至:8周,15周 星期5 3-5节 刘婧/6120104087,石谷岩/6120210263,莫小丽/6120180164,张尔葭/6120180112,陈浩/6120150123"
1-16周 星期四 3-5节 文萃楼F502,"调课:8周,15周 星期4 3-5节 刘婧/6120104087,张尔葭/6120180112,石谷岩/6120210263,莫小丽/6120180164,陈浩/6120150123 文萃楼F502 调至:8周,15周 星期4 3-5节 刘婧/6120104087,石谷岩/6120210263,莫小丽/6120180164,张尔葭/6120180112,陈浩/6120150123"
1-16周 星期四 3-5节 文萃楼F304,"调课:8周,15周 星期4 3-5节 冯昊/6120220201,吴倩/6120180127,季雷/6120220213,巩瑞贤/6120220209,王娟/6120104244,王慧敏/6120220206 文萃楼F304 调至:8周,15周 星期4 3-5节 王娟/6120104244,季雷/6120220213,巩瑞贤/6120220209,王慧敏/6120220206,冯昊/6120220201,吴倩/6120180127"
"1-4周,6-16周 星期五 8-10节 文萃楼I304,5周 星期三 8-10节 文萃楼I302","调课:8周,15周 星期5 8-10节 冯昊/6120220201,吴倩/6120180127,季雷/6120220213,王娟/6120104244,王慧敏/6120220206 文萃楼I304 调至:8周,15周 星期5 8-10节 王娟/6120104244,季雷/6120220213,王慧敏/6120220206,冯昊/6120220201,吴倩/6120180127"
1-16周 星期二 3-5节 文萃楼I404,"调课:8周,15周 星期2 3-5节 安学勇/6120140083,宋歌/6120220150,王文娟/6120140037,王校楠/6120190108 文萃楼I404 调至:8周,15周 星期2 3-5节 王文娟/6120140037,宋歌/6120220150,王校楠/6120190108,安学勇/6120140083"
"1-10周,12-16周 星期二 8-10节 文萃楼F103,11周 星期四 8-10节 文萃楼F402","调课:8周,15周 星期2 8-10节 冯昊/6120220201,吴倩/6120180127,季雷/6120220213,巩瑞贤/6120220209,王慧敏/6120220206 文萃楼F103 调至:8周,15周 星期2 8-10节 吴倩/6120180127,季雷/6120220213,巩瑞贤/6120220209,王慧敏/6120220206,冯昊/6120220201"
1-16周 星期二 8-10节 文萃楼F502,"调课:8周,15周 星期2 8-10节 刘左元/6120110081,吴新宇/6120210145,孙利/6120103394,宋珊珊/6120170084,朱梅/6120220197 文萃楼F502 调至:8周,15周 星期2 8-10节 孙利/6120103394,朱梅/6120220197,吴新宇/6120210145,宋珊珊/6120170084,刘左元/6120110081 ,调课:10周 星期2 8-10节 刘左元/6120110081,吴新宇/6120210145,孙利/6120103394,宋珊珊/6120170084,朱梅/6120220197 文萃楼F502 调至:10周 星期2 8-10节 刘婧/6120104087 文萃楼F502"
1-16周 星期二 3-5节 文萃楼I204,"调课:8周,15周 星期2 3-5节 刘左元/6120110081,吴新宇/6120210145,孙利/6120103394,宋珊珊/6120170084,朱梅/6120220197 文萃楼I204 调至:8周,15周 星期2 3-5节 孙利/6120103394,朱梅/6120220197,吴新宇/6120210145,宋珊珊/6120170084,刘左元/6120110081"
"1-2周,14周 星期三 11-13节 文萃楼B139,3-12周,15-16周 星期五 8-10节 文萃楼H130,13周 星期五 11-13节 文萃楼B139","调课:8周,15周 星期5 8-10节 刘婧/6120104087,石谷岩/6120210263,莫小丽/6120180164 文萃楼H130 调至:8周,15周 星期5 8-10节 刘婧/6120104087,石谷岩/6120210263,莫小丽/6120180164"
1-16周 星期四 8-10节 文萃楼F304,"调课:8周,15周 星期4 8-10节 刘左元/6120110081,吴新宇/6120210145,孙利/6120103394,宋珊珊/6120170084,朱梅/6120220197 文萃楼F304 调至:8周,15周 星期4 8-10节 孙利/6120103394,朱梅/6120220197,吴新宇/6120210145,宋珊珊/6120170084,刘左元/6120110081"
1-6周 星期三[8-10节]文萃楼B223;8-11周 星期三[8-10节]文萃楼B223;12周 星期三[8-9节]文萃楼B223,
1-10周 星期一[3-5节]文萃楼B223;12周 星期一[3-4节]文萃楼B223,
"1-3,5-10周 星期四[8-10节]文萃楼I404;4周 星期四[8-10节]自设教室;11周 星期四[8-9节]文萃楼I404","调课,调课,调课"
"1,8-10周 星期一[3-5节]文萃楼I203;2-3周 星期一[3-5节]文萃楼I203;4周 星期一[3-5节]文萃楼I203;5-7周 星期一[3-5节]文萃楼I203;12周 星期一[3-4节]文萃楼I203",
"1,10-11周 星期三[3-5节]文萃楼F101;2-5,12周 星期三[3-5节]文萃楼F101;6,8-9周 星期三[3-5节]文萃楼F101",
"4,7,10,12-13周 星期五[3-5节]文萃楼G124;5周 星期五[3-5节]文萃楼G124;6周 星期五[3-5节]文萃楼G124;8周 星期五[3-5节]文萃楼G124;9周 星期五[3-5节]文萃楼G124;11周 星期五[3-5节]文萃楼G124;14周 星期五[3-4节]文萃楼G124",
"1-10周 星期三 8-10节 文萃楼H130,11周 星期三 8-9节 文萃楼H130",
"1-10周 星期三 11-13节 文萃楼H130,11周 星期三 11-12节 文萃楼H130",
1-8周 星期四 8-9节 文萃楼M222,"调课:3周 星期4 8-9节 李璎珞/6120200121,祝猛昌/6120130129 文萃楼M222 调至:3周 星期4 8-9节 祝猛昌/6120130129,李璎珞/6120200121 ,调课:5周 星期4 8-9节 李璎珞/6120200121,祝猛昌/6120130129 文萃楼M222 调至:5周 星期4 8-9节 祝猛昌/6120130129,李璎珞/6120200121 文萃楼F504,调课:8周 星期4 8-9节 李璎珞/6120200121,祝猛昌/6120130129 文萃楼M222 调至:8周 星期4 8-9节 祝猛昌/6120130129,李璎珞/6120200121"
"5-6周 星期一 3-5节 理教楼106,5-6周 星期四 3-5节 文萃楼F401,7-8周 星期一 3-5节 综教A201,7-8周 星期四 3-5节 文萃楼F401,9-10周 星期一 3-5节 综教B302,9-10周 星期四 3-5节 综教B302,11-12周 星期一 3-5节 综教B302,11-12周 星期四 3-5节 综教B302",
"9周 星期一 8-10节 文萃楼F301,9周 星期三 8-10节 文萃楼F301",
"1-8周 星期一 11-13节 文萃楼F401,1-8周 星期三 8-10节 文萃楼F401","停课:8周 星期3 8-10节熊春光/6120103616 文萃楼F401,补课:10周 星期1 11-13节  文萃楼F401"
"1-8周 星期一 8-10节 文萃楼F402,1-8周 星期三 11-13节 文萃楼F402","停课:8周 星期1 8-10节熊春光/6120103616 文萃楼F402,补课:10周 星期1 8-10节  文萃楼F604"
"1-8周 星期二 11-13节 文萃楼F502,1-8周 星期五 8-10节 文萃楼F502",调课:4周 星期5 8-10节 金海/6120104603 文萃楼F502 调至:4周 星期5 8-10节 金海/6120104603 综教A101
"1-12周 星期三 3-4节 综教B302,1-12周 星期五 3-4节 综教B302,13-16周 星期一 8-9节 文萃楼F503,13-16周 星期三 6-7节 文萃楼F503",
5-15周 星期四 8-10节 文萃楼B221,
4-14周 星期二 11-13节 文萃楼I203,
1-11周 星期五 11-13节 文萃楼G126,
1-16周 星期五 3-5节 文萃楼F403,"调课:4周 星期5 3-5节 张延军/6120110012 文萃楼F403 调至:4周 星期5 3-5节 张延军/6120110012 理教楼105,调课:9周 星期5 3-5节 张延军/6120110012 文萃楼F403 调至:9周 星期5 11-13节 张延军/6120110012 文萃楼F403"
1-16周 星期五 8-10节 文萃楼I401,调课:2-7周 星期5 8-10节 张延军/6120110012 文萃楼I401 调至:2-7周 星期5 8-10节 杨梓艺/6120210252 文萃楼I401
1-16周 星期五 8-10节 文萃楼B221,
1-16周 星期五 3-5节 文萃楼B221,
"1-12周 星期二 3-4节 文萃楼G227,1-12周 星期五 3-4节 文萃楼G227",
"1-12周 星期三 3-4节 文萃楼G221,1-12周 星期五 3-4节 文萃楼G221",调课:12周 星期3 3-4节 张瑞/6120210058 文萃楼G221 调至:12周 星期7 3-4节 张瑞/6120210058 文萃楼M222
"1-12周 星期三 3-4节 文萃楼G223,1-12周 星期五 3-4节 文萃楼G223","调课:9周 星期5 3-4节 丁海川/6120210273 文萃楼G223 调至:8周 星期7 8-9节 丁海川/6120210273 文萃楼G124,调课:4周 星期5 3-4节 丁海川/6120210273 文萃楼G223 调至:5周 星期7 8-9节 丁海川/6120210273 文萃楼G223"
"1-12周 星期二 8-9节 文萃楼I402,1-12周 星期四 3-4节 文萃楼I402",
"1-12周 星期二 8-9节 文萃楼I404,1-12周 星期四 3-4节 文萃楼I404",
"1-16周 星期一 6-7节 文萃楼G224,1-16周 星期四 6-7节 文萃楼G224",
"1-16周 星期二 6-7节 文萃楼I504,1-16周 星期四 11-12节 文萃楼I504","停课:12周 星期2 6-7节彭图/6120110083,翟岩龙/6120104814 文萃楼I504"
"1-16周 星期二 6-7节 文萃楼I502,1-16周 星期四 11-12节 文萃楼I502",
"1-8周 星期三 3-4节 文萃楼M227,1-8周 星期五 8-9节 文萃楼M227",
"1-8周 星期一 8-9节 文萃楼G227,1-8周 星期四 8-9节 文萃楼G227",
1-11周 星期二 8-10节 文萃楼F304,
1-16周 星期一 6-7节 文萃楼M224,调课:7周 星期1 6-7节 王安/6120150067 文萃楼M224 调至:8周 星期2 1-2节 王安/6120150067 文萃楼M224
"9-16周 星期五 3-4节 文萃楼M221,9-16周 星期五 8-9节 文萃楼M221",
"9-16周 星期二 3-4节 文萃楼I401,9-16周 星期五 6-7节 文萃楼I401",
"4-11周 星期二 11-12节 文萃楼I503,4-11周 星期四 11-12节 文萃楼I503","调课:7周 星期4 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:8周 星期7 8-9节 黄佳琦/6120160102,袁洪/6120190127 ,调课:7周 星期2 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:8周 星期7 6-7节 黄佳琦/6120160102,袁洪/6120190127 ,调课:10周 星期2 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:11周 星期7 6-7节 黄佳琦/6120160102,袁洪/6120190127 ,调课:11周 星期2 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:9周 星期7 10-11节 黄佳琦/6120160102,袁洪/6120190127 ,调课:10周 星期4 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:11周 星期7 8-9节 黄佳琦/6120160102,袁洪/6120190127 ,调课:9周 星期4 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:9周 星期7 8-9节 黄佳琦/6120160102,袁洪/6120190127 ,调课:9周 星期2 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:9周 星期7 6-7节 黄佳琦/6120160102,袁洪/6120190127 ,调课:8周 星期2 11-12节 袁洪/6120190127,黄佳琦/6120160102 文萃楼I503 调至:8周 星期7 10-11节 黄佳琦/6120160102,袁洪/6120190127"
4-14周 星期四 11-13节 文萃楼F205,"调课:10周 星期4 11-13节 张学强/6120210130,李博权/6120200065 文萃楼F205 调至:10周 星期1 11-13节 李博权/6120200065,张学强/6120210130 文萃楼F203"
3-13周 星期四 11-13节 文萃楼F201,
"7-14周 星期二 11-12节 文萃楼F505,7-14周 星期四 11-12节 文萃楼F505",
2-12周 星期二 11-13节 文萃楼I505,
1-11周 星期二 11-13节 文萃楼F303,"调课:2-8周 星期2 11-13节 李响/6120180058 文萃楼F303 调至:2-8周 星期2 11-13节 李响/6120180058 工业生态楼科研实验室,调课:10-11周 星期2 11-13节 李响/6120180058 文萃楼F303 调至:10-11周 星期2 11-13节 李响/6120180058 ,调课:9周 星期2 11-13节 李响/6120180058 文萃楼F303 调至:9周 星期2 11-13节 李响/6120180058"
1-16周 星期二 11-12节 文萃楼F501,调课:14周 星期2 11-12节 钱昆/6120210205 文萃楼F501 调至:14周 星期7 3-4节 钱昆/6120210205 文萃楼I101
"2周 星期二 3-5节 文萃楼F604,3-6周,8周 星期二 3-4节 文萃楼F604","调课:5周 星期2 3-4节 嵩天/6120104493,张建国/6120103064,王兆华/6120104031,赵颖涛/6120103830,钟惠波/6120104852 文萃楼F604 调至:5周 星期2 3-4节 张祥/6120104385 文萃楼F604,调课:6周 星期2 3-4节 嵩天/6120104493,张建国/6120103064,王兆华/6120104031,赵颖涛/6120103830,钟惠波/6120104852 文萃楼F604 调至:6周 星期2 3-4节 杨雅婷/6120210255 文萃楼F604"
"2周,4-6周,8周 星期三 8-9节 文萃楼B228,3周 星期三 8-10节 文萃楼B228","调课:4周 星期3 8-9节 吕鑫/6120140006,王亚斌/6120103987,罗爱芹/6120100595,郑军/6120101446,金梦迪/6120210165 文萃楼B228 调至:4周 星期3 8-9节 刘文玲/6120140106 文萃楼B228"
"2周,4-6周,8周 星期四 6-7节 文萃楼B228,3周 星期四 8-10节 文萃楼B228",
"2周,4-6周,8周 星期五 3-4节 文萃楼F602,3周 星期五 3-5节 文萃楼F602","调课:6周 星期5 3-4节 丹聃/6120210213,刘铁忠/6120104286,吴杨/6120120112,李寿平/6120103287,黄广炎/6120104835 文萃楼F602 调至:6周 星期5 3-4节 高智杰/6120190075 文萃楼F602"
"1-12周 星期二 1-2节 文萃楼I202,1-12周 星期四 1-2节 文萃楼I202","调课:2周 星期2 1-2节 张峰/6120103236 文萃楼I202 调至:2周 星期2 1-2节 邓小英/6120104742 文萃楼I202,调课:2周 星期4 1-2节 张峰/6120103236 文萃楼I202 调至:2周 星期4 1-2节 王勇/6120102958 文萃楼I202,调课:3周 星期2 1-2节 张峰/6120103236 文萃楼I202 调至:3周 星期2 1-2节 邓小英/6120104742 文萃楼I202"
"1-12周 星期二 1-2节 文萃楼I402,1-12周 星期五 6-7节 文萃楼I402",
"1-12周 星期二 6-7节 文萃楼I302,1-12周 星期五 6-7节 文萃楼I302",
1-14周 星期二 3-5节 文萃楼M228,
1-14周 星期五 3-5节 文萃楼I402,
1-14周 星期二 8-10节 文萃楼I204,
1-14周 星期二 8-10节 文萃楼F704,
1-14周 星期二 8-10节 文萃楼I202,
1-16周 星期一 8-10节 文萃楼I402,停课:12-16周 星期1 8-10节郭德淳/6120103297 文萃楼I402
1-8周 星期四 1-2节 文萃楼M233,
1-11周 星期三 8-10节 文萃楼I401,
"1-8周 星期一 1-2节 文萃楼F202,1-8周 星期四 1-2节 文萃楼F202",
9-12周 星期二 6-9节 文萃楼F504,补课:13周 星期2 6-9节  文萃楼F504
1-16周 星期一 3-5节 文萃楼I302,
"1-11周 星期二 3-5节 文萃楼M227,1-11周 星期五 3-5节 文萃楼M227",
1-16周 星期四 3-5节 文萃楼M224,
1-16周 星期四 3-5节 文萃楼F604,
"5-6周,11-12周 星期四 6-9节 文萃楼F604",
5-6周 星期日 1-4节 文萃楼I402,
7-8周 星期六 2-5节 文萃楼I204,
7-8周 星期日 1-4节 文萃楼I304,
1-11周 星期三 3-5节 文萃楼I103,
1-11周 星期三 3-5节 文萃楼I202,"补课:7周 星期5 3-5节  文萃楼I704,停课:2周 星期3 3-5节白霞/6120104628 文萃楼I202"
1-11周 星期三 3-5节 文萃楼I302,
1-11周 星期三 3-5节 文萃楼I404,
1-11周 星期三 3-5节 文萃楼I402,调课:8-11周 星期3 3-5节 冯远/6120103629 文萃楼I402 调至:8-11周 星期3 3-5节 白霞/6120104628 文萃楼I202
"1-11周 星期三 3-5节 文萃楼I403,1-11周 星期五 8-10节 文萃楼I403",
"1-11周 星期三 3-5节 文萃楼I203,1-11周 星期五 3-5节 文萃楼I203",
"1-11周 星期一 3-5节 文萃楼I101,1-11周 星期五 3-5节 文萃楼I101",
"1-11周 星期三 3-5节 文萃楼I503,1-11周 星期五 8-10节 文萃楼I503",
"1-11周 星期二 3-5节 文萃楼I501,1-11周 星期五 3-5节 文萃楼I501",
"1-11周 星期一 3-5节 文萃楼I503,1-11周 星期五 3-5节 文萃楼I503",
"1-11周 星期一 3-5节 文萃楼F203,1-11周 星期三 3-5节 文萃楼F203",
"1-11周 星期二 8-10节 文萃楼F405,1-11周 星期四 8-10节 文萃楼F405","补课:8周 星期2 8-10节  ,补课:12周 星期2 8-10节  ,停课:8周 星期2 8-10节薛正辉/6120100530 文萃楼F405"
"5-16周 星期一 6-7节 文萃楼G221,5-16周 星期三 6-7节 文萃楼G221",
"12-13周 星期一 2-5节 文萃楼M223,12-13周 星期四 2-5节 文萃楼M223",
1-16周 星期二 6-7节 文萃楼F201,
1-8周 星期三 6-9节 文萃楼B129,
2-12周 星期二 11-13节 文萃楼B233,
"1-16周 星期一 1-2节 文萃楼B221,1-16周 星期二 6-7节 文萃楼F301,1-16周 星期三 1-2节 文萃楼B221,1-16周 星期四 1-2节 文萃楼B221,1-16周 星期五 1-2节 文萃楼F301",调课:4周 星期5 1-2节 李轶/6120103167 文萃楼F301 调至:4周 星期5 1-2节 李轶/6120103167 文萃楼B129
"1-16周 星期一 6-7节 文萃楼M227,1-16周 星期二 6-7节 文萃楼M227,1-16周 星期三 6-7节 文萃楼B221,1-16周 星期四 6-7节 文萃楼F404,1-16周 星期五 6-7节 文萃楼M227",
"1-16周 星期一 8-9节 理教楼408,1-16周 星期二 1-2节 文萃楼I705,1-16周 星期三 3-4节 综教B406,1-16周 星期四 11-12节 文萃楼I705,1-16周 星期五 6-7节 文萃楼B221",
"1-16周 星期一 1-2节 文萃楼M221,1-16周 星期二 8-9节 综教A303,1-16周 星期三 1-2节 文萃楼M221,1-16周 星期四 11-12节 文萃楼B227,1-16周 星期五 6-7节 文萃楼I503",
"1-16周 星期一 1-2节 文萃楼I503,1-16周 星期三 1-2节 文萃楼I503,1-16周 星期四 11-12节 文萃楼F703,1-16周 星期五 8-9节 文萃楼B233,1-2周,4-16周 星期二 8-9节 综教B301,1周 星期一 11-12节 文萃楼F703",
"1-16周 星期一 1-2节 文萃楼B227,1-16周 星期二 6-7节 文萃楼I705,1-16周 星期三 1-2节 文萃楼B227,1-16周 星期五 1-2节 文萃楼B227,1-8周 星期四 1-2节 文萃楼F503,9-16周 星期四 11-12节 文萃楼F503",
"2-16周 星期一 6-7节 文萃楼F301,2-16周 星期五 8-9节 文萃楼F301",调课:4周 星期5 8-9节 孔俐颖/9120231002 文萃楼F301 调至:4周 星期5 8-9节 孔俐颖/9120231002 综教B104
"2-16周 星期三 6-7节 文萃楼F201,2-16周 星期五 8-9节 文萃楼G223",
"2-16周 星期一 8-9节 文萃楼F603,2-16周 星期五 6-7节 文萃楼F303",调课:4周 星期5 6-7节 孔俐颖/9120231002 文萃楼F303 调至:4周 星期5 6-7节 孔俐颖/9120231002 综教B101
"2-16周 星期三 8-9节 文萃楼I202,2-16周 星期五 6-7节 文萃楼G221",
